user,sku,category,query,click_time,query_time
0005425518dc4ad6ede6bd7531a6ee565befcdba,2078583,pcmcat232900050017,"sonic colors","2011-10-08 20:41:49.75","2011-10-08 20:40:14.896"
00056ebd31c9279cfdf263d944708d913e8b55ac,9790988,abcat0901004,"samsung refrigerator","2011-10-05 16:51:18.476","2011-10-05 16:50:47.885"
00056ebd31c9279cfdf263d944708d913e8b55ac,2147695,abcat0901004,"samsung refrigerator","2011-10-05 16:51:47.205","2011-10-05 16:50:47.885"
00057331c42bbaf25b40d7b8ae78dcfb12c4a366,2549953,pcmcat162100050040,"motorola triumph","2011-10-11 23:30:31.397","2011-10-11 23:30:20.05"
000578618d48981289ac170315bf9ced75700e19,3074132,pcmcat209000050008,ColumbusDay_Computer_20111009,"2011-10-09 19:53:24.218","2011-10-09 19:51:44.042"
00057be6807391b52b3b62bc52e1ca1357874150,2762943,pcmcat247400050000,"lenovo laptop","2011-09-08 19:35:14.23","2011-09-08 19:31:49.834"
000589fe5692808bcacbf126f1c212c4e1bdeffc,2490074,pcmcat249600050001,OnlineMidnightSale_Computers_Tablets,"2011-10-27 03:05:12.074","2011-10-27 03:04:34.052"
00058ee9991310f363c0590c02c8c0c97ba32c16,5272126,abcat0515015,kvm,"2011-10-03 16:19:37.845","2011-10-03 16:19:21.439"
00059b28fdce7f658ca31a0fc055e662aa9990df,1036858,abcat0715002,Kinect,"2011-10-23 21:07:43.975","2011-10-23 21:05:25.191"
00059e92b9feebd378a88f6cdcb36ed7a5e7fa90,3192009,pcmcat214700050000,amplifier,"2011-10-07 00:15:00.734","2011-10-07 00:14:40.519"
0005d63e7b14f9101b73a89869af46c2ec19b2f8,3814088,pcmcat209400050001,iPhone,"2011-10-11 13:47:19.732","2011-10-11 13:45:12.391"
0005d63e7b14f9101b73a89869af46c2ec19b2f8,3815041,pcmcat209400050001,iPhone,"2011-10-11 13:48:25.054","2011-10-11 13:45:12.391"
0005e6dcc8e07d22ca9a47eeb6246266ee9aa323,9225377,abcat0201011,tv,"2011-08-21 13:04:17.611","2011-08-21 13:03:40.17"
00060c48aa046bab2a2d14ab2ff3b6f543aa76fa,9231832,pcmcat223000050008,"Car speakers","2011-10-12 15:17:25.295","2011-10-12 15:15:56.303"
0006315fc1a583d3da5a1825ac48074091c45e3c,1945674,pcmcat209000050007,ipad,"2011-09-29 16:41:48.612","2011-09-29 16:38:14.858"
000637a86a885e3a730c4c4d246528e0ac884755,1708812,abcat0703002,Uncharted_3_2011,"2011-10-31 03:51:44.044","2011-10-31 03:51:39.547"
000640e43a64294cf4947b244ff7d4fc706df29b,9962417,abcat0503013,modems,"2011-10-06 23:31:26.57","2011-10-06 23:31:07.684"
00064c403b6a36904d22e1eb33bdf80932b20036,2126083,pcmcat158900050018,Projection,"2011-10-09 15:58:34.608","2011-10-09 15:55:36.737"
00064e3cfefa98a604265cb040978b4d25019d83,3179912,pcmcat247400050000,"2622037 2127204 2127213 2121716 2138291","2011-10-05 19:46:34.985","2011-10-05 19:43:20.146"
00064ecb90d44ba38bacf838308f619206ecad78,1331156,pcmcat128700050041,"Apple tv","2011-08-11 22:34:39.133","2011-08-11 22:34:23.466"
00065b1c372618e0f4de04b4e81113a232691032,1331156,pcmcat128700050041,"apple tv","2011-09-05 11:43:51.443","2011-09-05 11:43:22.266"
00066a0915105f63ffc60cae135ec9c58b5bdf79,3212927,cat02015,television,"2011-10-20 00:23:26.002","2011-10-20 00:22:43.527"
00066c85bf96469b905e2fb148095448797b2368,1239799,abcat0911002,"Dyson canister","2011-08-13 15:14:16.15","2011-08-13 15:13:54.376"
00066c85bf96469b905e2fb148095448797b2368,3061302,abcat0703001,"Play station 3 console","2011-09-18 21:36:30.126","2011-09-18 21:36:15.84"
00066e3a00f5297fdc08659b2ab4119e3f166051,9811018,pcmcat196400050015,"Lg stove","2011-10-26 21:31:54.035","2011-10-26 21:31:28.527"
00066efe4c40b409abd6224f1df4b5bdaea23bfa,3217151,abcat0507003,"usb soundcard","2011-09-24 11:44:40.003","2011-09-24 11:41:58.103"
0006a0f3bee4f3c7c80f065e9734830d5917a3fd,2129336,pcmcat242000050003,Xoom,"2011-09-07 16:56:16.867","2011-09-07 16:55:05.194"
0006a2751dcc7d3d310e18a71d8bbe5f9b36358c,9962417,abcat0503013,"Cable modem","2011-10-29 09:03:57.371","2011-10-29 09:01:58.08"
0006a2751dcc7d3d310e18a71d8bbe5f9b36358c,2847643,abcat0503013,"Cable modem","2011-10-29 09:05:32.302","2011-10-29 09:01:58.08"
0006ae6f17c48f2d5b06a0ea36ac41c9b760ab21,1792294,pcmcat162100050040,"metro pc","2011-08-26 09:40:03.617","2011-08-26 09:37:09.211"
0006b2d3ac8c871a32dfd8ccad7e3f257c2d78dc,3061302,abcat0703001,"Ps3 console","2011-10-17 18:23:34.518","2011-10-17 18:23:15.103"
0006ce699ab44c729aab27a47979063489fe4913,2738295,abcat0404004,microsd,"2011-10-06 23:36:26.142","2011-10-06 23:36:05.877"
0006dbbd9c23c6a8ddcd1677c8ace32c526e0f47,2864446,cat02015,"Lion king dvd","2011-10-12 13:44:07.904","2011-10-12 13:43:09.966"
0006dbbd9c23c6a8ddcd1677c8ace32c526e0f47,2863669,cat02015,"Lion king dvd","2011-10-12 13:44:32.609","2011-10-12 13:43:09.966"
0006e4417b679b0753e7740cd6c3c9aecdcfa3cd,3639159,pcmcat209000050008,"moto xoom","2011-10-19 20:50:31.142","2011-10-19 20:50:26.189"
0006ebea51742d37d51f6ef2a6a65703e9c97b42,9512137,pcmcat211000050008,"Nanny cams","2011-08-24 19:11:25.374","2011-08-24 19:09:11.279"
0006fa43aba115aef67f8e9a0c4f4b2a1a9078bd,2620821,abcat0101001,"lcd tv","2011-10-18 07:56:12.846","2011-10-18 07:56:07.707"
00070b36ddd69b436919e0ade901b70706b91dea,1946197,pcmcat209000050008,xoom,"2011-10-19 16:43:54.875","2011-10-19 16:42:54.784"
0007188b5109eaf2539b8e2e2adf81ab4dd1b1ae,1544184,pcmcat225700050006,"case fan","2011-09-17 16:57:43.433","2011-09-17 16:56:46.891"
000728f421ea8d9d3879d76b945911646c54e4dc,2176035,pcmcat234200050001,OnlineMidnightSale_Cameras_Camcorders,"2011-09-14 04:24:38.321","2011-09-14 04:23:09.655"
000728f421ea8d9d3879d76b945911646c54e4dc,9426089,pcmcat186600050004,OnlineMidnightSale_Audio,"2011-09-14 10:35:13.81","2011-09-14 10:35:03.228"
00072e4b03b941b86338d20e2b62d368022e920d,2158081,abcat0206001,Radio,"2011-09-03 20:22:30.432","2011-09-03 20:19:51.32"
0007396a7aff176701eea1cf7ac71fc7ad47c9cb,3122039,pcmcat50300050014,"Delis bionic","2011-09-18 11:59:24.339","2011-09-18 11:58:43.67"
0007396a7aff176701eea1cf7ac71fc7ad47c9cb,3131674,pcmcat171900050029,"Droid charge","2011-09-18 12:03:17.248","2011-09-18 12:03:10.131"
00075890d54e296856046d3c903f5988da386fa5,9793794,abcat0901006,Refrigerator,"2011-10-09 16:30:16.563","2011-10-09 16:29:18.126"
00075dac473a5a1987f948328083785ee3923ca7,3439115,cat02015,"Winnie the pooh","2011-09-19 17:28:12.764","2011-09-19 17:27:37.962"
00076fc86bfabaeeaab8893d87bfb030f0a92075,2246234,abcat0706002,transformers,"2011-10-25 23:00:29.417","2011-10-25 22:59:43.677"
000777c19a801bbf223c3e91a605aab7ccfdb87a,9225377,abcat0201011,"ipod touch","2011-09-03 19:41:10.004","2011-09-03 19:39:40.117"
00078ca478b2ed500b41525f7e3259ad2daf6dc6,2490065,pcmcat242000050003,"griffin tablet","2011-10-14 19:41:26.671","2011-10-14 19:39:58.087"
00078ff25c5697d26d9faf95283d7771a7d7d994,2138389,abcat0101001,"lcd tv","2011-10-08 10:10:22.142","2011-10-08 10:10:18.543"
000793c3fd36b0c8112e9df116089b50f754a01a,3398047,abcat0805003,"voice recorders","2011-10-20 00:20:39.548","2011-10-20 00:19:58.196"
00079d3d38090e1be1a3e26145727431565dc5d9,1685061,abcat0302013,"Car stereos","2011-09-08 07:49:55.26","2011-09-08 07:48:19.937"
00079d3d38090e1be1a3e26145727431565dc5d9,8699704,abcat0302037,"Car subwoofer","2011-09-08 07:54:06.587","2011-09-08 07:52:53.259"
0007a04f64331194ff93a1471f3191a4ddbe2d97,1328338,abcat0801003,"virgin mobile","2011-10-16 09:42:18.451","2011-10-16 09:39:14.912"
0007a47cc2c7ae4271fbc50c459b28d71230721b,9077768,abcat0106002,bose,"2011-09-01 22:44:33.552","2011-09-01 22:43:56.307"
0007ae02145a7e7b3980a805b57f9a135f40552e,2301295,abcat0715016,"hello kitty","2011-10-06 23:26:06.242","2011-10-06 23:25:53.346"
0007b1a0334de785b3189b67bb73276d602fb7d4,2549953,pcmcat162100050040,"virgin mobile","2011-09-10 09:37:51.453","2011-09-10 09:37:33.643"
0007b54b2118088445b66beba7873a1a698f98ac,2436342,abcat0101001,"lg 65lw6500","2011-10-25 12:57:09.855","2011-10-25 12:57:02.416"
0007c7428b6ceb82191a257f60b78e78c3c41e07,9530215,abcat0302028,"2622037 2127204 2127213 2121716 2138291","2011-10-03 00:26:30.47","2011-10-03 00:24:18.554"
0007c7428b6ceb82191a257f60b78e78c3c41e07,3130153,abcat0302013,"2622037 2127204 2127213 2121716 2138291","2011-10-03 00:28:18.408","2011-10-03 00:24:18.554"
0007d0009fe534658917e13a9f0d2a3463b96a6c,9090663,cat02015,"star wars","2011-09-19 10:20:49.791","2011-09-19 10:19:06.457"
0007d018861d588e99e834fc29ca76a523b20e35,2178097,cat02716,E-40,"2011-09-03 09:08:55.51","2011-09-03 09:07:18.69"
0007df7221025c5111ecfb8fa22b81c2c19ec0f1,9740775,pcmcat171900050028,"monster headphones","2011-08-28 22:15:11.212","2011-08-28 22:14:40.944"
0007df7221025c5111ecfb8fa22b81c2c19ec0f1,2856438,pcmcat205900050012,onkyo,"2011-10-12 16:22:53.602","2011-10-12 16:22:38.106"
0007df7221025c5111ecfb8fa22b81c2c19ec0f1,9522661,pcmcat143200050027,"banana plugs","2011-10-12 16:44:23.023","2011-10-12 16:43:28.817"
0007e5c5b616e683fcbd1d1499f67e6ebdba36a3,2191137,abcat0511002,Printers,"2011-10-26 18:48:55.314","2011-10-26 18:45:11.797"
0007e78021018fb02d95e5f07f0fd4edba6fd3d1,3614123,pcmcat219900050000,gps,"2011-10-25 23:09:43.096","2011-10-25 23:08:57.116"
00080ad7c8bc0bee91cd331b226f1563a7566128,2355277,abcat0101001,"Lg television","2011-10-29 02:48:05.915","2011-10-29 02:46:49.562"
000810f2a7e157b0cbfcbdb08e9176eab44c9903,7323087,pcmcat33400050027,"Dvi cable","2011-08-16 15:51:42.343","2011-08-16 15:49:19.007"
00081b09fcefcb6dcbb15d3545d54d5b3714d546,8802021,abcat0410011,"Battery grip canon","2011-08-29 14:52:20.619","2011-08-29 14:52:06.663"
00081b09fcefcb6dcbb15d3545d54d5b3714d546,2129187,pcmcat180000050013,T3i,"2011-08-29 14:54:26.122","2011-08-29 14:54:12.058"
00081b09fcefcb6dcbb15d3545d54d5b3714d546,9331403,abcat0503002,Router,"2011-09-05 23:18:47.783","2011-09-05 23:17:33.611"
00081b09fcefcb6dcbb15d3545d54d5b3714d546,9670825,abcat0301014,Gps,"2011-09-10 06:50:00.485","2011-09-10 06:45:22.401"
00081f90c39f840afd6e48b57673d5dd3211b72f,3131383,pcmcat209000050008,"galaxy tab 10.1","2011-09-16 13:40:48.568","2011-09-16 13:39:33.533"
0008253e94c94f3a74c116feaffa05a5c29cec20,9390349,pcmcat232900050017,"forza 2","2011-10-11 09:43:48.336","2011-10-11 09:43:42.088"
00082f61505a58fef5be2820a05c9d10e59ab6b8,9735204,abcat0106016,elite,"2011-10-26 00:57:14.964","2011-10-26 00:56:13.879"
0008352747b214cf985630f4b9ebcadeacb165a7,8280843,abcat0107004,"hdtv antenna","2011-10-19 22:52:47.016","2011-10-19 22:52:04.466"
000844a1b1cc244851d01d25b9b073bda79a19cd,2838691,abcat0202003,"Hdmi receiver","2011-10-16 16:23:30.654","2011-10-16 16:22:01.921"
000846910e01759561bb82bde4a833eda553a2cf,3047444,pcmcat247400050000,"Dell laptop","2011-08-25 16:17:34.741","2011-08-25 16:16:30.113"
00084877fa0d68e55a18c99087bbb25248279be9,9638423,pcmcat182300050007,Agp,"2011-09-07 19:41:40.365","2011-09-07 19:41:21.775"
000872bbd594d4932694cb164ddcca4b1e9837fe,2573177,abcat0511002,scanners,"2011-10-25 22:51:38.93","2011-10-25 22:50:54.093"
0008a00ddd41e416d0caa5e04b3d43024bbe2b12,1251336,abcat0715007,"ps3 games","2011-10-19 23:26:53.809","2011-10-19 23:26:02.989"
0008a5943acd0df3f01d1cc786666dd73fbe9f0f,2884085,pcmcat242000050003,"Wireless audio","2011-08-27 11:19:03.451","2011-08-27 11:18:05.222"
0008c26c0770d97fd93d6a82d4c220d4d7830da0,9840425,abcat0911006,"Vacuum cleaners","2011-09-11 21:10:48.025","2011-09-11 21:10:39.439"
0008c26c0770d97fd93d6a82d4c220d4d7830da0,1487835,abcat0911004,"Vacuum cleaners","2011-09-11 21:11:56.029","2011-09-11 21:10:39.439"
0008d00c5d51dafb96c42c73fc5c6d29242eb2eb,2173056,abcat0703002,Batman,"2011-10-17 21:29:28.66","2011-10-17 21:29:00.894"
0008d861dc8b5e3c3154c54a38618bc2530ea907,8776103,abcat0511006,"Mobile printer","2011-10-20 22:05:07.391","2011-10-20 22:04:06.971"
0008dad988bfb47b272b348dcf2e738e3f2e777b,9492426,pcmcat143000050007,"dre beats","2011-08-12 12:48:27.252","2011-08-12 12:47:59.402"
0008e36871d48216532d7b1cfd695d3cc95a3b0b,9262479,abcat0504007,"external harddrives","2011-10-19 23:56:05.265","2011-10-19 23:55:29.164"
0008f35cccf771838c635196205951403f13da50,8627319,pcmcat194000050019,Breville,"2011-08-12 17:35:42.865","2011-08-12 17:35:30.687"
0008f35cccf771838c635196205951403f13da50,7428893,cat02703,"Call of duty","2011-08-12 18:05:15.003","2011-08-12 18:05:06.414"
0008f55a6ea1aaf500b8d6a4631c79aa6ff46812,9225411,abcat0201011,"32g iPod touch","2011-10-19 00:04:53.132","2011-10-19 00:04:40.825"
0008fb6a1fee2563226bc6f033f8747daf45627c,2738329,pcmcat247400050000,Laptops,"2011-09-08 12:01:14.94","2011-09-08 11:58:04.118"
0008fb6a1fee2563226bc6f033f8747daf45627c,2731265,pcmcat247400050000,"Lenovo Laptops","2011-09-08 12:47:28.259","2011-09-08 12:46:00.188"
0008fe89250c86e0d0091ddcfb212c0b3b520479,1750059,abcat0302013,mp3,"2011-10-19 23:42:36.645","2011-10-19 23:41:05.136"
00091e9576d119f090096cd83944fed3d0c5116f,3215505,cat02015,csi,"2011-10-25 22:54:38.783","2011-10-25 22:53:43.859"
00092ce24c3e6ac611b175380dcd15bce907e9c3,2881403,pcmcat209400050001,FallSale_Mobile_20110930,"2011-09-30 01:31:54.654","2011-09-30 01:30:59.311"
000938799808e7891c37ad4c9fc1a82e011cba82,9578691,cat02595,"brantley gilbert","2011-09-12 10:35:49.943","2011-09-12 10:35:17.73"
000938799808e7891c37ad4c9fc1a82e011cba82,9795756,cat02665,"brantley gilbert","2011-09-12 10:37:00.942","2011-09-12 10:35:17.73"
000939c79062f88d369fb2f61bba313efb97de91,9755322,pcmcat247400050001,MacBook,"2011-08-13 15:24:03.091","2011-08-13 15:23:46.469"
00095260bc6a8b184071cb93e13fd2d3e168d740,1299229,pcmcat229100050004,Kindle,"2011-09-18 20:19:24.85","2011-09-18 20:19:02.888"
00095260bc6a8b184071cb93e13fd2d3e168d740,3509944,cat02009,Esparilla,"2011-10-11 23:27:57.778","2011-10-11 23:25:53.155"
00095fce361aa14668a146fe7649030b43a08668,2662459,cat02015,beastly,"2011-10-17 13:54:34.996","2011-10-17 13:54:14.837"
00096d835c750ea247ca12cd7a70d412d454c507,3277128,abcat0101002,mitsbushi,"2011-10-05 23:46:24.856","2011-10-05 23:45:02.981"
000978a8bbbe2de435a33b14828eb69e1a520af8,1854682,abcat0101001,"2622037 2127204 2127213 2121716 2138291","2011-10-07 23:56:37.757","2011-10-07 23:53:32.495"
000984c3721f0f2448f9c8377a1abea1f5f98ed1,9937389,abcat0513004,"Wired keyboard","2011-10-06 13:42:38.173","2011-10-06 13:41:51.647"
00098a104343c4c7ff80a8b26f026a2fb0341cda,9945226,abcat0901004,Samsung,"2011-09-30 23:10:12.93","2011-09-30 23:06:04.964"
00098bf9697fd19c8e011b24252ac8fca04bbb0d,1854249,abcat0101001,"visio 3d","2011-10-21 23:54:36.016","2011-10-21 23:52:00.228"
0009901c4e06520082dd52e7634e8427717ed51a,2375201,abcat0703002,"madden 12","2011-08-29 19:32:01.97","2011-08-29 19:31:27.691"
000992b67ed22d2707ba65046d523ce66dfcfcb8,9632217,pcmcat144700050004,"Dr dre headphone","2011-08-31 21:54:09.126","2011-08-31 21:53:05.539"
00099cae0f3650240317bc9c5bb648062503c3f7,2547036,pcmcat172600050005,"nexus accessories","2011-09-18 20:22:18.822","2011-09-18 20:21:54.855"
0009b164fea57371f8c99d9f3faa06fbccbd25e4,9809492,pcmcat158900050018,Projector,"2011-09-02 15:55:39.026","2011-09-02 15:54:42.642"
0009b164fea57371f8c99d9f3faa06fbccbd25e4,2125876,pcmcat158900050018,Projector,"2011-09-02 15:57:59.731","2011-09-02 15:54:42.642"
0009b164fea57371f8c99d9f3faa06fbccbd25e4,1074323,abcat0811007,Phones,"2011-10-23 11:41:08.399","2011-10-23 11:40:29.242"
0009b1c71f88ddce2343425e3087d38c3be5fe01,9619722,pcmcat230800050017,Raid,"2011-08-16 19:16:56.585","2011-08-16 19:13:42.502"
0009ce67c8f98e1495f0ba90e9c64ddd250780bb,2775359,pcmcat242000050002,"Samsung galaxy tablet","2011-09-05 06:03:02.67","2011-09-05 06:00:07.523"
0009d2ce5576fcf3f2c74e3fd290f0ce00c9026c,9220675,abcat0106016,"Storage rack","2011-10-23 19:28:26.639","2011-10-23 19:27:32.41"
0009d47c2b7cf960d00285cd5fe8e046b4e56f3b,2691169,pcmcat189600050010,"cd burner","2011-10-20 00:07:34.145","2011-10-20 00:07:23.285"
0009db8f9c0bb862d6871c190cf835e929db9beb,1673054,cat02015,"yoga dvd","2011-09-08 22:11:08.757","2011-09-08 22:09:59.161"
0009e8f7cab1973fb6480f5d3fcc867709f4244d,3005219,pcmcat209400050001,hp,"2011-10-19 23:19:19.642","2011-10-19 23:18:32.606"
0009e8f7cab1973fb6480f5d3fcc867709f4244d,3449439,pcmcat250300050002,mario,"2011-10-25 21:54:41.672","2011-10-25 21:54:19.509"
0009e8f7cab1973fb6480f5d3fcc867709f4244d,9383115,cat09000,mario,"2011-10-25 21:59:10.779","2011-10-25 21:54:19.509"
0009e8f7cab1973fb6480f5d3fcc867709f4244d,2550428,abcat0907007,"air conditioner","2011-10-25 23:18:20.814","2011-10-25 23:18:00.647"
0009e8f7cab1973fb6480f5d3fcc867709f4244d,3189215,pcmcat171900050029,"cd case","2011-10-26 00:12:29.105","2011-10-26 00:11:59.999"
0009e8f7cab1973fb6480f5d3fcc867709f4244d,9244427,pcmcat143200050027,"satelite radio","2011-10-26 00:14:13.79","2011-10-26 00:13:55.649"
0009e8f7cab1973fb6480f5d3fcc867709f4244d,3026115,pcmcat242000050004,minisd,"2011-10-26 00:49:42.751","2011-10-26 00:49:15.704"
0009e8f7cab1973fb6480f5d3fcc867709f4244d,8724124,cat09000,"power supply","2011-10-26 00:52:07.012","2011-10-26 00:50:18.276"
0009f3272c5b2426570901b1049cf75b7aa94187,8315343,cat02015,"pans labrynth","2011-10-04 08:49:25.15","2011-10-04 08:47:00.04"
000a04a6d07aae417d3776167918af8641b38151,2144103,abcat0101001,"2622037 2127204 2127213 2121716 2138291","2011-10-08 05:59:27.812","2011-10-08 05:54:32.586"
000a224ef2881e74ec29788b97b3a97de856989c,9225377,abcat0201011,"video ipod","2011-10-19 22:56:17.118","2011-10-19 22:55:57.72"
000a3079dce9c2bdba09d63752235325128bdbfd,2948474,cat02015,"vampire daries","2011-10-15 09:25:05.4","2011-10-15 09:24:14.283"
000a310a4ce8ee6c5f3fada3c496f0cba629a2a8,2583274,cat02661,"foster the people","2011-10-13 09:20:32.5","2011-10-13 09:20:14.563"
000a32df770847607235681d5746a8fbd1d26f75,2343148,abcat0503007,"computer to tv","2011-10-16 12:17:43.576","2011-10-16 12:14:26.345"
000a32df770847607235681d5746a8fbd1d26f75,2103213,abcat0503007,"pc-tv-media adapters","2011-10-16 12:22:31.736","2011-10-16 12:21:52.378"
000a32df770847607235681d5746a8fbd1d26f75,1367169,abcat0503007,"pc-tv-media adapters","2011-10-16 12:24:05.475","2011-10-16 12:21:52.378"
000a36c7430eef5ccf4868ad4ec55e1e94b0c59d,3495094,abcat0508045,"norton antivirus","2011-10-25 22:39:02.394","2011-10-25 22:38:46.783"
000a49562bf1b4ece06090afb46365db08ba14f3,9796937,abcat0401004,ColumbusDay_CameraCamcorder_20111009,"2011-10-10 13:54:59.222","2011-10-10 13:54:29.843"
000a615a00bf7e3d7bd8accb3932891c55bd535a,6207222,cat02501,grill,"2011-10-25 23:58:43.566","2011-10-25 23:57:48.643"
000a692808d6a4df83707415d619028116034a8e,2836657,abcat0503013,Modems,"2011-10-09 11:45:01.401","2011-10-09 11:41:35.804"
000aa1bd00c853cea0329e9db166d251bbdb5b4a,2270049,pcmcat193100050014,"E readers","2011-09-06 21:50:28.279","2011-09-06 21:48:02.907"
000aa809a757213fc49a6306bc59aa173ce1a937,2769054,pcmcat158400050073,"boostmobile phones","2011-08-11 11:26:13.851","2011-08-11 11:24:36.558"
000aae4ca982dac0f14b1c01ae1806420fd9b921,2803428,abcat0706002,"Dance party 3","2011-10-22 15:57:28.247","2011-10-22 15:56:32.632"
000ab56692819a7fd03c486eacf77b46e87f8459,2775811,pcmcat168900050015,bose,"2011-10-19 21:59:12.38","2011-10-19 21:58:46.997"
000ab6773e64c93adfc1de6ac4a89fcfdee956e3,3072513,pcmcat240400050066,"rolling stones","2011-10-25 23:45:51.463","2011-10-25 23:45:12.31"
000abda6b816600029da494a7443769517a561d8,2620821,abcat0101001,"lcd tv","2011-10-19 21:28:42.683","2011-10-19 21:28:36.474"
000ac7fc50bc79121e7a95a561696cc5e17d8434,1793178,pcmcat218000050000,"otterbox ipad","2011-09-17 20:44:40.429","2011-09-17 20:43:39.302"
000ad31e046d3e16576313631d95674940ee6205,2380163,abcat0101001,sharp,"2011-10-23 19:45:48.323","2011-10-23 19:45:06.037"
000ad93a0819e2cbd7f0193e1d1ec481a0241b44,3103247,cat02015,thor,"2011-09-14 16:33:28.975","2011-09-14 16:32:11.316"
000ad93a0819e2cbd7f0193e1d1ec481a0241b44,3247045,cat02015,"transformers blu ray movie","2011-09-30 12:57:54.672","2011-09-30 12:55:30.32"
000ad94561686672a4cbcd4a54143b345c2e69c7,2254057,pcmcat214700050000,"Otter box iPhone","2011-10-16 22:13:36.947","2011-10-16 22:13:00.273"
000ada750e4c0d82bcbfcac7eaee55c32ba53428,2842056,pcmcat209000050008,"Hp touchpad","2011-09-27 00:16:31.544","2011-09-27 00:16:22.311"
000ae3c575eec6ebfb13ae3411519a34e3c6a396,7876738,cat02009,"cd case","2011-10-25 22:24:04.547","2011-10-25 22:23:37.601"
000b22c45dae71d904bc3f4b72ebf02144901cc5,8470139,pcmcat175600050022,"S video","2011-09-25 12:52:18.34","2011-09-25 12:51:31.798"
000b31a04e87c916408b0a816b55c2d62926cc52,2769576,pcmcat209000050008,iPad,"2011-10-15 16:13:14.905","2011-10-15 16:11:14.408"
000b33e9fe13cc08f2114de302d8f90a4e10d4ed,14536718,cat02015,norton,"2011-10-19 22:07:12.801","2011-10-19 22:06:10.072"
000b39442ea65dfd37c1bd9dc176305c26e85ffe,8723553,pcmcat233400050011,"Aux input for car","2011-09-05 19:16:10.045","2011-09-05 19:16:00.051"
000b39442ea65dfd37c1bd9dc176305c26e85ffe,9412619,abcat0307012,"iPod tuner","2011-09-05 19:18:36.258","2011-09-05 19:16:37.106"
000b3f8e8c5a77fab8c0e4a35726ff3c17709762,3147055,cat02015,"lion king","2011-09-19 10:05:58.992","2011-09-19 10:05:27.749"
000b457ae8d907db75255afa7d0e4160167c0f6c,1331156,pcmcat128700050041,"Apple tv","2011-09-20 07:22:52.382","2011-09-20 07:22:24.714"
000b57dec1abd81adc93fc08b312c167379f8f0c,1074778,pcmcat161100050040,"Apple tv","2011-10-21 14:20:05.788","2011-10-21 14:19:32.458"
000b68861aad1c44a16a41578fc3728a2943067d,2817582,pcmcat209000050008,"Samsung tablets","2011-08-15 16:00:20.549","2011-08-15 15:59:42.02"
000b8da13a800d6bf495d49526f2a2ea64febf6f,8590321,abcat0206006,radio,"2011-10-05 23:32:03.068","2011-10-05 23:30:24.868"
000b8da13a800d6bf495d49526f2a2ea64febf6f,8692453,abcat0206006,radio,"2011-10-05 23:34:19.143","2011-10-05 23:30:24.868"
000b9612028b23ec4f2f95f7e80db7b00b213dae,9769852,cat02015,"fantastic mr. fix","2011-09-18 19:59:25.246","2011-09-18 19:58:32.011"
000b9612028b23ec4f2f95f7e80db7b00b213dae,2550164,cat02015,"fantastic mr. fix","2011-09-18 20:01:29.949","2011-09-18 19:58:32.011"
000bb86ffae2f348b6898caf48eaeca7637cebb7,2833253,cat02015,eureka,"2011-10-25 23:47:16.31","2011-10-25 23:46:36.855"
000bb9a90a87519f331737e1e953d09a1e84b97e,2122236,abcat0101001,pn43d450,"2011-09-24 16:31:53.172","2011-09-24 16:30:51.325"
000bc38f6afe853a74b4d52cc9671a281d96e258,8939839,abcat0107004,"tv antenna","2011-10-25 22:07:49.747","2011-10-25 22:07:32.946"
000bd4351632d05513a816cc42c25645d14fb632,7975676,pcmcat163400050000,"range finder","2011-10-25 00:02:09.794","2011-10-24 23:57:24.509"
000bdba339cccfe3f68ec5b2063abbf38f590d4c,1328286,abcat0102005,"Dvd player with hdmi","2011-08-29 21:33:02.902","2011-08-29 21:32:22.299"
000be60cb22da7c0288add28c70e62175a0b1ac7,9809492,pcmcat158900050018,iPad,"2011-09-06 18:14:19.677","2011-09-06 18:13:57.99"
000bf9dca12c5bade4a1602e87eead38892dba71,2842092,pcmcat209000050008,"hp touchpad","2011-08-21 08:40:06.205","2011-08-21 08:39:36.328"
000bf9dca12c5bade4a1602e87eead38892dba71,1331156,pcmcat128700050041,"apple tv","2011-10-10 14:16:31.283","2011-10-10 14:16:24.692"
000bf9dca12c5bade4a1602e87eead38892dba71,9142171,pcmcat225800050009,"16 gb sd card","2011-10-12 17:41:54.105","2011-10-12 17:37:34.046"
000c1ccc840eef8ce070817b3c95f867fb3ad9d7,3168067,cat02713,music,"2011-08-31 18:23:13.876","2011-08-31 18:21:10.406"
000c1d022ca26a1c21d159258c599b4edf39747e,2712579,pcmcat247400050000,"asus g74sx","2011-09-05 19:18:24.133","2011-09-05 19:18:02.821"
000c1f666e774828989223f11f683f50f6c2c663,9225377,abcat0201011,"Ipod touch","2011-10-22 18:31:26.004","2011-10-22 18:30:58.669"
000c1f666e774828989223f11f683f50f6c2c663,3109302,abcat0201011,"Ipod touch","2011-10-22 18:32:34.432","2011-10-22 18:30:58.669"
000c29a2b54b786aa00a67644d926056feeaaae1,1331156,pcmcat128700050041,"24 inch tvs","2011-10-30 13:33:38.256","2011-10-30 13:33:13.284"
000c2fa3589e60ff5ae6d92c9457261fe3e75b33,9694181,abcat0907005,Appliances,"2011-08-12 07:51:26.499","2011-08-12 07:50:42.314"
000c3c5253d93878e5d42023afba050e3b200d8c,9637373,pcmcat183800050006,"Laptop batteries","2011-09-04 12:31:03.454","2011-09-04 12:30:50.261"
